Restaurant_Name,Online,Booking,Rating,Location,Cuisines,Price,Restaurant_Type
Dolci Desserts,Yes,No,4.3,Cunningham Road,"Cafe, Desserts",750.0,Delivery
Baba Ka Dhaba,Yes,No,3.7,BTM,North Indian,400.0,Delivery
Ibaco,Yes,No,4.0,Indiranagar,Desserts,300.0,Delivery
Peppa Zzing,Yes,No,4.3,Infantry Road,"Cafe, Fast Food, Burger",800.0,Cafes
Imperio Cafe,No,No,3.9,Whitefield,"Cafe, Fast Food, Pizza, Burger, Beverages",200.0,Delivery
Tata Cha,Yes,No,3.7,Koramangala 7th Block,"Cafe, Tea, North Indian",500.0,Delivery
White Horse,No,Yes,3.7,Malleshwaram,"Finger Food, Chinese, North Indian",1100.0,Pubs and bars
ASEAN - On The Edge,Yes,Yes,4.5,MG Road,"Asian, Thai",1800.0,Delivery
Royal Treat,No,No,4.1,Koramangala 5th Block,"North Indian, Chinese, Biryani",500.0,Dine-out
Terra Bites,Yes,No,4.0,Koramangala 4th Block,"Cafe, Italian, Continental",700.0,Dine-out
Mukati Kitchen,Yes,No,3.7,Thippasandra,"North Indian, Continental, Chinese, Italian",500.0,Delivery
Wazir's,Yes,No,3.3,Shanti Nagar,"North Indian, Chinese",500.0,Delivery
Upahara Darshini,Yes,No,4.0,Jayanagar,"South Indian, North Indian, Chinese",400.0,Delivery
BluO,No,Yes,4.1,Malleshwaram,"Continental, North Indian",1500.0,Dine-out
Swaadam Veg,Yes,No,3.6,BTM,"South Indian, Chinese",300.0,Dine-out
Garma Garam,Yes,No,3.2,Bannerghatta Road,"North Indian, Chinese, Biryani, Rolls",350.0,Delivery
Jaganath Restaurant And Hotel,No,No,3.2,JP Nagar,North Indian,300.0,Dine-out
Taaza Mithai,Yes,No,3.9,JP Nagar,"Mithai, Street Food",100.0,Desserts
Tamarind,Yes,No,2.7,Rammurthy Nagar,"Chinese, North Indian, Continental",750.0,Delivery
Karma Kaapi,Yes,No,4.4,Jayanagar,"Beverages, Tea",250.0,Dine-out
Maa Durga Fast Food,Yes,No,3.6,Koramangala 8th Block,"North Indian, Chinese",200.0,Dine-out
Dilli Highway,No,No,3.0,Kammanahalli,North Indian,400.0,Delivery
Meaza Ginger Multi Cuisine Restaurant,Yes,No,3.7,Indiranagar,"North Indian, Chinese",500.0,Delivery
Teapoy Mutiny,Yes,No,4.1,Hennur,"Cafe, Continental, American, Beverages",500.0,Dine-out
Siddappa Hotel,No,No,4.1,Richmond Road,South Indian,150.0,Dine-out
Madhu Iyengars Bakery,No,No,3.6,Domlur,Bakery,400.0,Desserts
Indian Kitchen - Hotel Presidency,Yes,No,3.0,Electronic City,"Fast Food, North Indian, Finger Food",1000.0,Delivery
Dosalicious,Yes,No,3.3,Koramangala 6th Block,South Indian,150.0,Dine-out
Vyanjan,Yes,No,3.9,BTM,"North Indian, Street Food",300.0,Delivery
Pop Hop,Yes,No,4.0,Bellandur,"Ice Cream, Desserts",300.0,Delivery
Maria's Goan Kitchen,Yes,No,3.9,Koramangala 7th Block,"Goan, Chinese, Biryani",750.0,Dine-out
The Hidden Cafe,Yes,No,3.9,Koramangala 1st Block,"North Indian, Fast Food",350.0,Dine-out
Pai Vihar,Yes,No,2.8,Vasanth Nagar,"South Indian, Street Food, Chinese, Fast Food",400.0,Dine-out
Mars Chicken Delight,No,No,3.7,Koramangala 1st Block,"North Indian, Chinese, Biryani, Beverages",500.0,Delivery
Imperial Restaurant,Yes,No,3.9,Residency Road,"North Indian, Chinese, Mughlai, Seafood",800.0,Delivery
Calicut Restaurant,Yes,No,3.9,Yeshwantpur,"Kerala, South Indian, North Indian, Chinese",450.0,Delivery
M World Cafe,Yes,No,3.5,Koramangala 1st Block,Cafe,500.0,Delivery
Indian's Biriyani Point,Yes,No,3.3,Rajajinagar,"Biryani, Chinese",200.0,Delivery
Graffitea,Yes,No,3.7,BTM,"Beverages, Fast Food",200.0,Delivery
Coastal Mama,No,Yes,4.1,JP Nagar,"Konkan, Mangalorean, North Indian, Seafood",700.0,Dine-out
Paradise,Yes,Yes,4.0,Whitefield,"Biryani, North Indian, Kebab",800.0,Delivery
Rolls Corner,No,No,3.6,Basavanagudi,"Fast Food, Rolls",150.0,Dine-out
Bangalore Pub Exchange,No,Yes,4.2,MG Road,"Continental, Finger Food, Pizza, North Indian",1000.0,Dine-out
Fruit Face,Yes,No,3.6,Indiranagar,"Fast Food, Street Food, Beverages",300.0,Delivery
Rolls Kitchen,No,No,3.5,New BEL Road,"Fast Food, Rolls",250.0,Delivery
The Bong Palate,Yes,No,3.8,BTM,"Bengali, North Indian, Chinese",300.0,Delivery
Mavalli Tiffin Room (MTR),No,No,4.1,Kalyan Nagar,South Indian,250.0,Dine-out
Kettle & Kegs,Yes,No,3.2,Whitefield,"Tea, Beverages",200.0,Delivery
Bellandur Kitchen,Yes,No,3.4,Bellandur,"North Indian, Chinese",400.0,Delivery
Wow Vada Pav,No,No,3.7,HSR,"Street Food, Burger, Fast Food",150.0,Delivery
Smoke House Deli,Yes,No,4.6,Lavelle Road,"European, Italian, Desserts, Salad, Juices, Steak",1600.0,Dine-out
Chinnu's Mane Biryani,Yes,No,3.5,Banaswadi,Biryani,300.0,Delivery
Over The Top Terrace Lounge,No,Yes,3.9,Koramangala 5th Block,"Continental, North Indian",1400.0,Delivery
Chickmate,No,No,3.4,Banaswadi,Fast Food,450.0,Delivery
Brownie Heaven,Yes,No,4.2,Cunningham Road,"Desserts, Fast Food",300.0,Delivery
Appetite Workstation,Yes,No,3.6,Sarjapur Road,"North Indian, Chinese, Biryani",500.0,Delivery
Stir Fry,No,No,4.0,Residency Road,"Chinese, Momos",500.0,Dine-out
Bangalore Mandarin,Yes,No,4.2,Indiranagar,"Chinese, Seafood",1100.0,Delivery
eat.fit,Yes,No,4.5,BTM,"Healthy Food, North Indian, Biryani, Continental, Sandwich, Desserts",500.0,Delivery
Vaishali Deluxe,No,No,3.8,Banashankari,"North Indian, Chinese",700.0,Delivery
Jashn,Yes,No,3.7,Marathahalli,North Indian,750.0,Delivery
Oogway express,Yes,No,3.3,Bellandur,"Chinese, Thai, Momos",600.0,Delivery
Karma Foods,No,No,3.2,Brookefield,"North Indian, Chinese",250.0,Delivery
Smoor,Yes,No,4.2,Koramangala 7th Block,"Desserts, Cafe, Beverages",900.0,Dine-out
Nawabs Empire,No,No,3.2,"ITPL Main Road, Whitefield","North Indian, Chinese, Arabian, Momos",300.0,Dine-out
Gramin,Yes,No,4.3,Koramangala 7th Block,North Indian,600.0,Delivery
Bombay Chowpaty Kulfi,No,No,3.7,Kalyan Nagar,"Ice Cream, Desserts",250.0,Desserts
The Retro,Yes,No,3.2,Koramangala 7th Block,"Chinese, Burger",300.0,Delivery
Khazana Food Paradise,No,No,4.1,Richmond Road,"North Indian, Biryani",400.0,Dine-out
Crunch Pizzas,No,No,2.3,Koramangala 1st Block,"Italian, Pizza",600.0,Dine-out
The Chocolate Room,No,No,3.8,Koramangala 7th Block,"Cafe, Desserts, Bakery",600.0,Desserts
BBCUE Whitefield,No,No,3.5,Whitefield,Continental,2400.0,Dine-out
Ice & Spice,Yes,No,3.0,Frazer Town,"Continental, Pizza, Fast Food",650.0,Delivery
Frozen Bottle,Yes,No,3.6,Sarjapur Road,"Beverages, Desserts, Ice Cream",400.0,Desserts
Navami,Yes,No,3.5,Jayanagar,"Andhra, North Indian, Chinese, Mangalorean, Seafood, Biryani",750.0,Dine-out
Eshmeet Da Dhaba,Yes,No,3.1,Koramangala 6th Block,"North Indian, Chinese",500.0,Delivery
Litti Twist,Yes,No,4.2,Hosur Road,"Bihari, North Indian",300.0,Delivery
Richie Rich,Yes,No,4.0,Race Course Road,"Desserts, Beverages, Fast Food, Ice Cream",450.0,Delivery
Rishi's Paratha Plaza,Yes,No,3.9,Sanjay Nagar,North Indian,250.0,Delivery
Parathe Wali Gali,Yes,No,3.9,Wilson Garden,North Indian,250.0,Delivery
Plan B,No,No,4.2,Shanti Nagar,"American, Finger Food, BBQ, Steak",1200.0,Drinks & nightlife
Park N Eat,Yes,No,3.7,Marathahalli,"Chinese, North Indian",300.0,Dine-out
Niice Cream,No,No,3.8,Koramangala 5th Block,"Ice Cream, Beverages, Desserts",400.0,Delivery
Aroma Spice,Yes,Yes,3.7,Kalyan Nagar,"Andhra, Chinese, North Indian, Seafood",800.0,Delivery
Hearts Unlock Cafe,No,No,3.2,BTM,"Cafe, Healthy Food",500.0,Delivery
Chaithanya Delicacy,No,No,3.7,Richmond Road,"North Indian, South Indian, Chinese",550.0,Dine-out
Cream Chemistry,Yes,No,3.9,Frazer Town,"Ice Cream, Desserts",500.0,Delivery
The Coffee Bean & Tea Leaf,Yes,No,3.0,Whitefield,"Cafe, Coffee",700.0,Delivery
Janatha Cafe,Yes,No,3.2,Hennur,"South Indian, Kerala",400.0,Delivery
Maia - Eat | Bake | Mom,Yes,Yes,4.2,Bellandur,"Continental, North Indian, Beverages",1200.0,Dine-out
Shahi Hyderabadi Dum Biryani,Yes,No,3.1,Kalyan Nagar,"North Indian, Biryani",500.0,Delivery
Ammus Hot N Cool,Yes,No,3.4,BTM,"North Indian, Fast Food, Kebab, Rolls, Beverages",300.0,Delivery
Palos,Yes,No,3.3,Marathahalli,"Chinese, North Indian",300.0,Dine-out
Desi Rasoi,Yes,Yes,3.8,Jayanagar,"Biryani, North Indian, Chinese, Rajasthani",600.0,Delivery
White Horse,No,Yes,3.7,Malleshwaram,"Finger Food, Chinese, North Indian",1100.0,Drinks & nightlife
China Pearl,Yes,No,4.1,Kalyan Nagar,"Chinese, Momos",1100.0,Delivery
Qissa Khawani,Yes,No,4.4,Church Street,"North Indian, Mughlai",800.0,Delivery
Dice N Dine,Yes,Yes,4.3,Koramangala 5th Block,"Continental, Cafe, Italian, Fast Food, Steak",900.0,Cafes
Aramane Donne Briyani,Yes,No,3.9,JP Nagar,"Biryani, Fast Food",300.0,Delivery
Cafe Udupi Ruchi,Yes,No,4.0,Vijay Nagar,"South Indian, North Indian, Street Food",350.0,Delivery
Cafe Soy,Yes,No,3.8,Indiranagar,Asian,250.0,Delivery
99 Pancakes,Yes,No,4.5,Koramangala 5th Block,"Desserts, Cafe",300.0,Cafes
Baskin Robbins,Yes,No,3.1,Kalyan Nagar,"Ice Cream, Desserts",250.0,Delivery
Swathi Maharaja,Yes,Yes,3.7,Koramangala 4th Block,"Andhra, North Indian, Chinese, Biryani",750.0,Delivery
Ragi Nadu,No,No,3.5,Electronic City,"South Indian, Biryani, Chinese",450.0,Delivery
Kitchen's Sea Food Restaurant,No,No,3.4,Koramangala 8th Block,"Seafood, North Indian, Chinese",800.0,Delivery
Little Cafe,Yes,No,3.7,Basavanagudi,"Cafe, Beverages",600.0,Dine-out
Chaai Resto,No,No,2.7,Koramangala 5th Block,Beverages,300.0,Delivery
Kim Lee Restaurant,No,No,3.8,Indiranagar,"Chinese, Momos",650.0,Dine-out
The Hungry Shark Cafe,No,No,3.9,Electronic City,"Cafe, Continental, Beverages",700.0,Dine-out
Rasovara,Yes,Yes,4.3,Lavelle Road,"Rajasthani, North Indian",1400.0,Dine-out
Gelato Italiano,Yes,No,3.2,Kammanahalli,"Ice Cream, Desserts, Bakery",200.0,Delivery
Mr. Meow's Hotdogs,No,No,3.5,Koramangala 6th Block,Fast Food,300.0,Delivery
Pallavi North Indian Veg Restaurant,Yes,No,3.7,JP Nagar,"Biryani, North Indian, Chinese",450.0,Delivery
Vi Ra's Bar and Restaurant,No,No,3.3,Banashankari,"South Indian, North Indian, Chinese",800.0,Delivery
Momos Corner,No,No,3.1,Bommanahalli,"Chinese, Rolls, Momos",250.0,Dine-out
The Krishna Grand,Yes,No,3.9,Banashankari,"North Indian, South Indian, Chinese, Fast Food, Juices",750.0,Dine-out
Hatti Punjab Di,Yes,No,3.9,Koramangala 1st Block,"North Indian, Chinese",250.0,Delivery
Skylit - Citrus Hotels,No,Yes,4.0,Cunningham Road,"North Indian, Mughlai, Mediterranean",1300.0,Drinks & nightlife
Narmadha's Hyderabad Biriyani,No,No,3.9,BTM,"Biryani, Hyderabadi",600.0,Dine-out
Chatter Platter,Yes,No,3.4,BTM,"Street Food, North Indian",300.0,Dine-out
Shree Udupi Grand,Yes,No,3.8,Jayanagar,"South Indian, North Indian, Chinese",600.0,Delivery
Kaapi Kendra,Yes,No,3.7,Jayanagar,South Indian,100.0,Delivery
The Rasoiya Street,Yes,Yes,4.2,Electronic City,"North Indian, Continental, Mediterranean, Chinese",800.0,Dine-out
Fiddler's Green,No,Yes,3.9,Kalyan Nagar,"Continental, American, Indonesian, Asian, Thai",1200.0,Drinks & nightlife
Antilla Aromas,Yes,No,3.7,Bannerghatta Road,"Desserts, Ice Cream",300.0,Desserts
Crunch Pizzas - Express Delivery,Yes,No,3.0,Indiranagar,Pizza,500.0,Delivery
Taco Bell,Yes,No,4.0,Bannerghatta Road,"Mexican, American, Fast Food",600.0,Delivery
Ocean's Delight,No,No,3.4,Kammanahalli,"Seafood, Biryani, South Indian",700.0,Delivery
Sweet Nothings Couture Cupcakes,No,No,3.4,Whitefield,"Desserts, Bakery",250.0,Delivery
Haji Ali Juice Centre,Yes,No,4.0,Koramangala 5th Block,"Beverages, Fast Food, Desserts",350.0,Desserts
Cream Chemistry,Yes,No,4.0,Koramangala 5th Block,"Ice Cream, Desserts",500.0,Delivery
Anamika Roll Centre,No,No,3.2,Wilson Garden,"North Indian, Fast Food, Rolls",300.0,Dine-out
Brews N Bites,Yes,No,2.9,Jayanagar,"Chinese, Fast Food, Cafe",650.0,Cafes
Lassi Shop,Yes,No,3.9,Whitefield,"Beverages, Ice Cream",200.0,Delivery
Waffle House,Yes,No,3.6,Marathahalli,Desserts,300.0,Delivery
Bonsouth,Yes,Yes,4.2,Koramangala 5th Block,"Chettinad, Andhra, Kerala",1300.0,Dine-out
Karavali Kolimane,Yes,No,3.7,Wilson Garden,"Mangalorean, Chinese, North Indian",350.0,Delivery
Wolf'ish,Yes,No,4.1,Church Street,"Cafe, American, Italian, Pizza, Burger",700.0,Delivery
Burger King,Yes,No,3.9,Kammanahalli,"Burger, Fast Food, Beverages",600.0,Dine-out
Marigold Fine Dine Restaurant,No,Yes,4.0,Whitefield,"Continental, Asian",1500.0,Dine-out
Third Wave Coffee Roasters,No,No,4.3,Sadashiv Nagar,"Cafe, Continental, Desserts",800.0,Desserts
Hotel Malabar,No,No,3.8,Kaggadasapura,Kerala,250.0,Dine-out
Ambur Star Briyani,Yes,No,3.7,Indiranagar,"North Indian, Chinese, Biryani",500.0,Delivery
Twilight Global Restaurant,Yes,No,3.6,Kalyan Nagar,"North Indian, Chinese",600.0,Dine-out
Nandhana Palace,No,Yes,4.1,Koramangala 4th Block,"Andhra, Biryani, North Indian, Chinese",800.0,Delivery
Malabar Cafe,Yes,No,3.3,Bannerghatta Road,"South Indian, Kerala, Biryani",400.0,Delivery
Tetto,Yes,No,3.7,Koramangala 1st Block,Continental,1200.0,Delivery
Koshe Kosha,Yes,No,4.0,Koramangala 1st Block,"Bengali, Seafood",600.0,Delivery
Namms Cafe,Yes,No,3.1,Koramangala 2nd Block,"Biryani, South Indian, Fast Food, Rolls, Kebab, North Indian",300.0,Delivery
Sindhuri Restaurant,Yes,No,3.1,Marathahalli,"Chinese, North Indian, Biryani",600.0,Delivery
Tree Top,Yes,No,3.8,Wilson Garden,"Continental, Chinese, North Indian, South Indian",1000.0,Delivery
Frozen Bottle,Yes,No,3.7,JP Nagar,"Beverages, Desserts, Ice Cream",400.0,Desserts
Chai Makhani,Yes,No,3.5,Koramangala 5th Block,"Beverages, Tea",100.0,Delivery
Hotboxit,No,No,3.8,Banashankari,"North Indian, Continental, Italian",400.0,Delivery
3 Leafs,Yes,No,3.7,Kaggadasapura,"North Indian, South Indian, Chinese",600.0,Delivery
Chugg,No,Yes,3.9,Church Street,"Finger Food, Continental, Asian, North Indian",1500.0,Dine-out
Dunkin' Donuts,Yes,No,4.0,Brigade Road,"Desserts, Cafe, Beverages, Burger, Fast Food",550.0,Dine-out
Wahab,Yes,No,3.7,Jayanagar,"North Indian, Mughlai, Chinese",350.0,Delivery
Saara's Cafe - SS Lumina Hotel,No,Yes,4.2,Koramangala 7th Block,"North Indian, South Indian, Chinese, Arabian",800.0,Buffet
Easy Bites,Yes,No,4.0,"Varthur Main Road, Whitefield","Fast Food, Sandwich",300.0,Delivery
Ssaffron - Shangri-La Hotel,No,Yes,4.4,Vasanth Nagar,North Indian,3000.0,Dine-out
French Bake House,Yes,No,3.7,Electronic City,"Bakery, French, Fast Food",200.0,Desserts
Mainland China,Yes,Yes,4.5,Malleshwaram,Chinese,1700.0,Buffet
Dal Chawal Roti,No,No,3.3,Indiranagar,"North Indian, Chinese",700.0,Dine-out
Kaati Zone,Yes,No,3.3,Marathahalli,"Fast Food, Biryani, Rolls",350.0,Delivery
Punjabi Swag,Yes,No,3.9,BTM,North Indian,500.0,Delivery
Fill A Belly Restaurant,No,No,3.6,Sarjapur Road,"North Indian, Chinese, Fast Food",300.0,Dine-out
Royale Dine,Yes,No,3.5,Sarjapur Road,"North Indian, South Indian, Biryani",600.0,Dine-out
The Pipe Rack,No,No,3.9,Kalyan Nagar,Cafe,700.0,Cafes
Opel Lounge,No,No,3.2,Yeshwantpur,"Finger Food, Chinese, North Indian",700.0,Pubs and bars
Meat and Eat,Yes,No,3.0,HSR,"Fast Food, Burger",500.0,Dine-out
Wamama,Yes,Yes,4.2,Banashankari,"Asian, Korean, Indonesian, Japanese, Chinese, Thai, Momos",800.0,Dine-out
Vasudev Adiga's,No,No,2.9,Koramangala 4th Block,"South Indian, North Indian, Chinese, Street Food",250.0,Dine-out
Zero Mile Punjab,Yes,Yes,4.1,HSR,"North Indian, Mughlai",800.0,Dine-out
Barcode,No,Yes,3.8,Koramangala 4th Block,"South Indian, North Indian",1300.0,Drinks & nightlife
Cake of the Day,No,No,3.5,Majestic,Bakery,150.0,Desserts
Shagun Sweets & Foods,Yes,No,3.5,BTM,"Mithai, North Indian, Street Food, Chinese",400.0,Desserts
NY Pizza & Waffles,Yes,No,3.1,Electronic City,"Pizza, Desserts",400.0,Dine-out
Barleyz,No,No,3.7,Koramangala 6th Block,"North Indian, Continental, Chinese",2000.0,Drinks & nightlife
Boho,No,Yes,4.2,Koramangala 5th Block,"Continental, Asian, American, North Indian, Desserts",1200.0,Dine-out
Restro Cafe,Yes,No,3.8,Jayanagar,Cafe,400.0,Cafes
Wok Paper Scissors,Yes,No,4.3,Koramangala 5th Block,"Asian, Malaysian, Chinese, Thai, Momos",550.0,Delivery
Kulfi Point,No,No,3.4,Indiranagar,Desserts,150.0,Delivery
Indigo XP,No,No,4.2,Koramangala 5th Block,"Finger Food, Continental, Asian, North Indian",1400.0,Pubs and bars
Sk Grand Hotel,No,No,3.2,Jayanagar,South Indian,400.0,Delivery
California Burrito,No,No,4.1,Koramangala 5th Block,"Mexican, Fast Food",400.0,Delivery
Sardarji Londonwaley,Yes,No,4.1,Koramangala 1st Block,North Indian,450.0,Delivery
Carnatic,No,Yes,4.2,Church Street,"South Indian, Kerala, Andhra, Biryani, Chettinad, Konkan, Mangalorean",1000.0,Dine-out
Hang10 Resto N Cafe,Yes,No,3.8,BTM,"Cafe, North Indian, Chinese",700.0,Cafes
OKO - The Lalit Ashok Bangalore,No,Yes,4.0,Seshadripuram,"Japanese, Asian",2200.0,Dine-out
Hotel Masti,Yes,No,2.8,Electronic City,"North Indian, Biryani, Chinese",300.0,Delivery
Maxpresso,No,No,4.1,Koramangala 7th Block,"Cafe, American, Italian, Beverages",700.0,Desserts
Amma's Pastries,No,No,3.8,Rajajinagar,"Bakery, Desserts",400.0,Desserts
Buff Buffet Buff,Yes,Yes,4.5,Koramangala 5th Block,"North Indian, Chinese, Continental, Thai, Salad",1500.0,Delivery
Hatch,Yes,Yes,4.2,Malleshwaram,"North Indian, Mangalorean, Seafood",1200.0,Drinks & nightlife
Amrutha Mess,No,No,3.4,BTM,Kerala,300.0,Dine-out
The Globe Grub,No,Yes,4.4,BTM,"Continental, North Indian, Asian, Italian",1300.0,Buffet
The French Loaf,Yes,No,2.8,Frazer Town,"Bakery, Desserts",300.0,Dine-out
Crescent Avenue - Hotel Bangalore International,Yes,No,3.6,Race Course Road,"North Indian, Continental, Chinese, Asian, Thai",1400.0,Delivery
Simply Indian,Yes,Yes,3.9,Bannerghatta Road,"North Indian, Chinese, Seafood, Biryani, Mangalorean",800.0,Delivery
Wanderers,No,Yes,4.0,Kalyan Nagar,"Continental, North Indian, South Indian, Italian",1500.0,Drinks & nightlife
Al Habibi Restaurant,Yes,No,3.5,BTM,"North Indian, Chinese",300.0,Dine-out
Alto Vino - Bengaluru Marriott Hotel Whitefield,No,Yes,4.3,Whitefield,"Italian, Salad",3000.0,Dine-out
Enerjuvate Studio & Cafe,Yes,Yes,4.4,Koramangala 4th Block,"Cafe, Continental, Healthy Food, Sandwich, Pizza, Desserts, Beverages",800.0,Dine-out
Potful,Yes,No,3.9,Koramangala 4th Block,"Biryani, Kebab, Rolls, Mughlai",650.0,Delivery
Daily Bite,Yes,No,3.5,Richmond Road,"Desserts, Fast Food",250.0,Delivery
Dolci Desserts,Yes,No,4.3,Cunningham Road,"Cafe, Desserts",750.0,Dine-out
Rolls On Wheels,No,No,3.7,Cunningham Road,Fast Food,200.0,Delivery
Farha Real Taste Of Kerala,Yes,No,3.1,Nagawara,Kerala,300.0,Delivery
Cilantro,Yes,Yes,4.0,Koramangala 4th Block,"European, American, Continental, North Indian, Steak",1500.0,Dine-out
Kabab Souq,Yes,No,3.6,Richmond Road,"Kebab, North Indian, Arabian, Chinese",500.0,Dine-out
Dessi Cuppa,Yes,No,3.4,BTM,"Beverages, Fast Food",300.0,Delivery
TBC - The Breakfast Company,Yes,No,3.8,Marathahalli,"Bihari, North Indian, South Indian",150.0,Delivery
Cafe Choco Craze,No,No,3.7,Bannerghatta Road,"Cafe, Fast Food, Desserts",400.0,Delivery
InAzia - Sheraton Grand Bengaluru Whitefield Hotel &...,No,Yes,4.3,Whitefield,"Asian, Chinese",2500.0,Dine-out
Woody's,No,No,2.3,Richmond Road,"Chinese, South Indian, North Indian",650.0,Buffet
Eat Repeat,Yes,No,3.9,Basavanagudi,South Indian,150.0,Delivery
PurpleBasil.in,Yes,No,4.1,Kammanahalli,"Healthy Food, Desserts",500.0,Delivery
Oliver Wraps,Yes,No,3.1,HSR,"Rolls, Fast Food",300.0,Delivery
Le Roll Cafe,Yes,No,3.9,Kammanahalli,"Fast Food, Beverages, Rolls",300.0,Dine-out
A2B - Adyar Ananda Bhavan,Yes,No,4.2,BTM,"South Indian, North Indian, Street Food",200.0,Delivery
LayerBite,Yes,No,3.8,BTM,"Bakery, Desserts, Beverages",450.0,Delivery
Mainland China,Yes,Yes,4.5,Church Street,Chinese,1700.0,Buffet
Litti Twist,Yes,No,4.2,BTM,"North Indian, Bihari",300.0,Dine-out
Samrat Regency Bar And Restaurant,No,No,3.8,Koramangala 6th Block,"North Indian, Chinese",800.0,Dine-out
Krutunga Restaurant,No,No,3.4,Electronic City,"Chinese, North Indian, South Indian",700.0,Dine-out
YumYumDilli,Yes,No,3.5,Sarjapur Road,North Indian,500.0,Delivery
Delhi Bhavan,No,No,3.3,Commercial Street,"Street Food, Mithai",150.0,Desserts
Dande's Hyderabad Biryani,Yes,No,3.0,Bommanahalli,"Biryani, North Indian, Chinese",550.0,Delivery
CakeZone,No,No,3.7,Bellandur,"Bakery, Desserts",500.0,Delivery
Art Cafe,No,No,3.5,Malleshwaram,Cafe,1000.0,Desserts
Mars Chicken Delight,No,No,3.7,Koramangala 1st Block,"North Indian, Chinese, Biryani, Beverages",500.0,Dine-out
Take It!,Yes,No,3.1,Marathahalli,"Continental, Chinese, Fast Food",450.0,Delivery
Calcutta Chats,No,No,3.6,Vasanth Nagar,North Indian,200.0,Dine-out
Sattvam,No,No,4.4,Sadashiv Nagar,"North Indian, South Indian",1200.0,Dine-out
Tandoori Paradise,Yes,No,3.5,BTM,"North Indian, Chinese",600.0,Delivery
Haldiram's Express,Yes,No,3.6,Brigade Road,North Indian,300.0,Delivery
Smally's Resto Cafe,Yes,No,4.2,Church Street,"Cafe, Italian, Burger, American, Steak",650.0,Dine-out
MealBox Inc.,Yes,No,4.0,Marathahalli,North Indian,800.0,Delivery
Siddiqu Kabab Center,No,No,4.5,Richmond Road,"North Indian, Rolls",250.0,Dine-out
China Bowl,Yes,No,3.9,Koramangala 6th Block,Chinese,1000.0,Delivery
Barbeque Nation,No,No,3.8,Whitefield,"North Indian, European, Mediterranean, BBQ, Kebab",1600.0,Dine-out
Tasting Room - Bengaluru Oota Company,No,No,4.0,Ulsoor,"Mangalorean, South Indian",2000.0,Dine-out
Amaravati Grand,No,No,3.4,BTM,"Chinese, Andhra, Mangalorean",550.0,Delivery
A3 Nuwang Kitchen,Yes,No,3.7,Ejipura,"Chinese, North Indian",300.0,Dine-out
Shaap,Yes,No,3.6,Koramangala 5th Block,"Kerala, Seafood",500.0,Dine-out
Cafe Graffiters,Yes,No,3.8,Koramangala 5th Block,"Cafe, Continental, Beverages",600.0,Dine-out
Punjab Di Rasoi,Yes,No,3.3,Whitefield,North Indian,400.0,Dine-out
Sang Grail,No,No,3.6,JP Nagar,Healthy Food,300.0,Delivery
Mudpipe Cafe,Yes,Yes,3.9,JP Nagar,"Cafe, Continental, North Indian",800.0,Dine-out
Madurai Idly Shop,No,No,3.7,Koramangala 6th Block,South Indian,200.0,Dine-out
Leon Grill,Yes,No,4.3,HSR,"Turkish, Arabian, Fast Food, Desserts, Healthy Food, Salad",450.0,Dine-out
Prawn Crunch,Yes,No,3.2,BTM,"Fast Food, Seafood",400.0,Delivery
